,titulo,fecha_estreno,retorno,presupuesto,recaudaccion,director
32734,Among Friends,2012-07-08,0.0,0,0.0,Danielle Harris
32735,Ejecta,2014-09-24,0.0,0,0.0,"Chad Archibald, Matt Wiele"
32736,"OMG, I'm a Robot!",2015-08-06,0.0,0,0.0,"Tal Goldberg, Gal Zelezniak"
32737,Broken Horses,2015-03-15,0.0,0,0.0,Vidhu Vinod Chopra
32738,WTF,2014-03-05,0.0,0,0.0,Raphaël Frydman
32739,Burnout,2014-08-24,0.0,4000000,0.0,Hallvard Bræin
32740,Green Room,2016-04-15,0.6441,5000000,3220371.0,Jeremy Saulnier
32741,Last Embrace,1979-05-04,0.0,0,0.0,Jonathan Demme
32742,"One-Two, Soldiers Were Going...",1976-06-06,0.0,0,0.0,Leonid Bykov
32743,The Overcoat,1959-02-02,0.0,0,0.0,Aleksey Batalov
32744,The Adventures of Buratino,1975-12-20,0.0,0,0.0,Leonid Nechayev
32745,Freeway: Crack in the System,2014-10-24,0.0,0,0.0,Marc Levin
32747,A Diva's Christmas Carol,2000-12-13,0.0,0,0.0,Richard Schenkman
32748,The Dress,1996-03-21,0.0,0,0.0,Alex van Warmerdam
32749,Man Follows Birds,1976-12-01,0.0,0,0.0,Ali Khamrayev
32750,Beasts of No Nation,2015-09-11,1.513,6000000,9077700.0,Cary Fukunaga
32751,Earth's Golden Playground,2015-03-13,0.0,0,0.0,Andreas Horvath
32753,Psychopathia Sexualis,2006-06-08,0.0,0,0.0,Bret Wood
32754,Limited Partnership,2014-06-14,0.0,0,0.0,Thomas G. Miller
32755,Hell and Mr Fudge,2012-07-07,0.0,800000,0.0,Jeff Wood
32756,Gabriel,2014-04-17,0.0,0,0.0,Lou Howe
32757,The Reader,1988-08-17,0.0,0,0.0,Michel Deville
32758,Pernicious,2015-06-15,0.0,0,0.0,James Cullen Bressack
32759,Red Knot,2014-05-31,0.0,80,0.0,Scott Cohen
32760,Dirty Weekend,2015-09-04,0.0,0,0.0,Neil LaBute
32761,The Activist,2014-03-07,0.0,0,0.0,Cyril Morin
32762,The Rise of the Krays,2015-08-29,0.0,2500000,0.0,Zackary Adler
32763,Dude Bro Party Massacre III,2015-06-13,0.0,0,0.0,"Tomm Jacobsen, Michael Rousselet, Jon Salmon"
32764,Underdog Kids,2015-06-07,0.0,0,0.0,Phillip Rhee
32765,Glass Chin,2014-04-19,0.0,0,0.0,Noah Buschel
32766,The Lady in the Van,2015-11-13,6.8979,6000000,41387687.0,Nicholas Hytner
32767,He Named Me Malala,2015-09-12,0.0,0,2642899.0,Davis Guggenheim
32768,Bloodsucking Bastards,2015-09-04,0.0,0,0.0,Brian James O'Connell
32769,KillerSaurus,2015-09-06,0.0,0,0.0,Steven Lawson
32770,Blood Moon,2014-08-25,0.0,0,0.0,Jeremy Wooding
32771,Hamtaro: The Captive Princess,2002-12-14,0.0,0,0.0,Osamu Dezaki
32772,Hot Wheels Acceleracers: Ignition,2005-01-08,0.0,0,0.0,Andrew Duncan
32773,Pokémon the Movie: Kyurem vs. the Sword of Justice,2012-07-13,0.0,0,44057737.0,Kunihiko Yuyama
32774,Pokémon: Zoroark: Master of Illusions,2010-07-10,0.0,0,0.0,Kunihiko Yuyama
32775,...ing,2003-11-28,0.0,0,0.0,Lee Eon-hee
32776,Meru,2015-01-25,0.0,0,2334228.0,"Elizabeth Chai Vasarhelyi, Jimmy Chin"
32777,Lost in the Stars,1974-04-08,0.0,0,0.0,Daniel Mann
32778,6 Years,2015-08-18,0.0,0,0.0,Hannah Fidell
32779,To Save A Life,2009-11-05,0.0,0,0.0,Brian Baugh
32780,Pod,2015-03-16,0.0,0,0.0,Mickey Keating
32781,Contracted: Phase II,2015-07-05,0.0,0,0.0,Josh Forbes
32782,A Little Thing Called Love,2010-08-12,0.0,0,0.0,"Puttipong Pormsaka Na-Sakonnakorn, Wasin Pokpong"
32783,Lost After Dark,2014-09-19,0.0,0,0.0,Ian Kessner
32784,For Elise,2013-09-20,0.0,0,0.0,Juanra Fernandez
32785,White Settlers,2014-09-05,0.0,0,0.0,Simeon Halligan
32786,Xenia,2014-06-02,0.0,0,0.0,Panos H. Koutras
32787,Pokémon the Movie: Diancie and the Cocoon of Destruction,2014-07-19,0.0,24720400,0.0,Kunihiko Yuyama
32788,Pokémon the Movie: Hoopa and the Clash of Ages,2015-07-18,0.0,150000000,0.0,Kunihiko Yuyama
32789,Felicidades,2000-09-07,0.0,0,0.0,Lucho Bender
32790,Snowglobe,2007-12-15,0.0,0,0.0,Ron Lagomarsino
32791,Varsity Blood,2014-08-19,0.0,0,0.0,Jake Helgren
32792,Doomed,2007-01-06,0.0,0,0.0,Michael Su
32793,Mrs. Miracle,2009-12-05,0.0,0,0.0,Michael Scott
32794,A Little Bit Zombie,2012-02-03,0.0,0,0.0,Casey Walker
32795,Santa Baby 2,2009-12-13,0.0,0,0.0,Ron Underwood
32796,The Coed and the Zombie Stoner,2014-04-18,0.0,0,0.0,Glenn Miller
32797,The Midwife,2015-09-04,0.0,0,0.0,Antti Jokinen
32798,Lasting,2013-01-08,0.0,0,0.0,Jacek Borcuch
32799,Saving Christmas,2014-11-14,0.0,0,0.0,Darren Doane
32800,The Possessed,1965-07-01,0.0,0,0.0,"Luigi Bazzoni, Franco Rossellini"
32801,Pride and Vengeance,1967-12-22,0.0,0,0.0,Luigi Bazzoni
32802,"Young, Violent, Dangerous",1976-01-01,0.0,0,0.0,Romolo Guerrieri
32803,City Under Siege,1974-10-23,0.0,0,0.0,Romolo Guerrieri
32804,The Double,1971-01-01,0.0,0,0.0,Romolo Guerrieri
32805,"10,000 Dollars for a Massacre",1967-03-03,0.0,0,0.0,Romolo Guerrieri
32806,Oscar,1967-10-10,0.0,0,0.0,Édouard Molinaro
32807,Johnny Yuma,1966-08-11,0.0,0,0.0,Romolo Guerrieri
32808,La sedia della felicità,2013-11-24,0.0,0,0.0,Carlo Mazzacurati
32809,Zid,2014-11-28,0.815,1556288,1268395.0,Vivek Agnihotri
32810,The Transporter Refueled,2015-09-03,2.9052,25000000,72629670.0,Camille Delamarre
32811,Stan,2006-06-06,0.0,0,0.0,Jon Sen
32812,Redemption,2013-10-11,0.0,0,0.0,Miguel Gomes
32813,Artists Under the Big Top: Perplexed,1968-08-29,0.0,0,0.0,Alexander Kluge
32814,The Inextinguishable Fire,1969-07-26,0.0,0,0.0,Harun Farocki
32815,Adrienn Pál,2011-03-17,0.0,0,0.0,Ágnes Kocsis
32816,The Fossil,1975-10-04,0.0,0,0.0,Masaki Kobayashi
32817,The Left Hand of the Law,1975-09-03,0.0,0,0.0,Giuseppe Rosati
32818,Too Much Johnson,1938-05-11,0.0,0,0.0,Orson Welles
32819,The Key to Reserva (La clave Reserva),2007-12-14,0.0,0,0.0,Martin Scorsese
32820,Picasso and Braque Go to the Movies,2008-09-07,0.0,0,0.0,Arne Glimcher
32821,Iron Man & Hulk: Heroes United,2013-12-03,0.0,0,0.0,"Eric Radomski, Leo Riley"
32822,The Lorax,1972-02-14,0.0,0,0.0,Hawley Pratt
32823,The Grinch Grinches the Cat in the Hat,1982-05-20,0.0,0,0.0,Bill Perez
32824,The Infernal Cakewalk,1903-06-12,0.0,0,0.0,Georges Méliès
32825,La Vérité si je Mens ! 3,2012-01-31,1.6051,25496629,40924982.0,Thomas Gilou
32826,Would I Lie to You? 2,2001-02-07,3.3997,12560000,42700000.0,Thomas Gilou
32827,Tiger Orange,2014-07-26,0.0,0,0.0,Wade Gasque
32828,Jenny's Wedding,2015-07-31,0.0,0,0.0,Mary Agnes Donoghue
32829,Bound to Vengeance,2015-06-26,0.0,0,0.0,José Manuel Cravioto
32830,Knock Knock,2015-06-26,2.5367,2500000,6341684.0,Eli Roth
32831,Perfect Proposal,2015-06-04,0.0,0,0.0,Yoon Jae-goo
32832,The Surface,2014-10-09,0.0,0,0.0,Gil Cates Jr.
32833,The Conquest of Everest,1953-12-09,0.0,0,0.0,George Lowe
32834,The Nightmare,2015-06-05,0.0,0,28281.0,Rodney Ascher
32835,Welcome to Leith,2015-09-09,0.0,0,0.0,"Christopher K. Walker, Michael Beach Nichols"
32836,Fallen,2006-07-23,0.0,0,0.0,Mikael Salomon
32837,The Crossing,2014-12-02,0.0,40000000,0.0,John Woo
32838,In the Darkness of the Night,2004-10-21,0.0,0,0.0,João Canijo
32839,Blood Thirst,1971-05-14,0.0,0,0.0,Newt Arnold
32840,Alice in Wonderland,1915-01-15,0.0,0,0.0,W.W. Young
32841,Krampus: The Christmas Devil,2013-08-17,0.0,0,0.0,Jason Hull
32842,Unabomber: The True Story,1996-09-11,0.0,0,0.0,Jon Purdy
32843,Parasite Dolls,2003-05-22,0.0,0,0.0,"Kazuto Nakazawa, Naoyuki Yoshinaga"
32844,"Rabbit, Run",1970-10-01,0.0,0,0.0,Jack Smight
32845,Age of Cannibals,2014-02-10,0.0,0,0.0,Johannes Naber
32846,"Aballay, the Man without Fear",2010-11-19,0.0,0,0.0,Fernando Spiner
32847,Man Down,2016-12-02,0.0,0,454516.0,Dito Montiel
32848,The Prophet,2014-09-06,0.0,0,0.0,Roger Allers
32849,The Blue Planet,2001-09-12,0.0,0,0.0,Alastair Fothergill
32850,Banksy Does New York,2014-11-17,0.0,0,0.0,Chris Moukarbel
32851,Convict's Code,1939-01-18,0.0,0,0.0,Lambert Hillyer
32852,Dreaming of Space,2005-06-23,0.3483,2000000,696681.0,Aleksey Uchitel
32853,"Something, Anything",2015-01-09,0.0,0,0.0,Paul Harrill
32854,The Missing Corpse,1945-06-01,0.0,0,0.0,Albert Herman
32855,Hitler,1962-03-21,0.0,0,0.0,Stuart Heisler
32856,The Negro Soldier,1944-04-10,0.0,0,0.0,Stuart Heisler
32857,Christmas Cupid,2010-12-12,0.0,0,0.0,Gil Junger
32858,Vamp U,2013-02-27,0.0,0,0.0,"Maclain Nelson, Matt Jespersen"
32859,Mischief Night,2014-05-20,0.0,0,0.0,Travis Baker
32860,Unlucky Charms,2013-06-05,0.0,0,0.0,Charles Band
32861,The Lottery,1996-09-29,0.0,0,0.0,Daniel Sackheim
32862,Return to Halloweentown,2006-10-20,0.0,0,0.0,David Jackson
32863,The Payoff,1942-11-24,0.0,0,0.0,Arthur Dreifuss
32864,Wish You Well,2013-10-19,0.0,0,0.0,Darnell Martin
32865,All That I Am,2013-03-10,0.0,0,0.0,Carlos Puga
32866,Sukeban Deka The Movie,1987-02-14,0.0,0,0.0,Hideo Tanaka
32867,"Knock Knock, It's Tig Notaro",2015-03-16,0.0,0,0.0,"Christopher Wilcha, Michael LaHaie"
32868,Not My Life,2006-09-03,0.0,0,0.0,John Terlesky
32869,The Bridge,1999-04-06,0.0,0,0.0,"Frédéric Auburtin, Gérard Depardieu"
32870,Flash,1997-12-21,0.0,0,0.0,Simon Wincer
32871,"What Next, Corporal Hargrove?",1945-11-21,0.0,0,0.0,Richard Thorpe
32872,Wolfy,2009-10-01,0.0,0,0.0,Vasili Sigarev
32873,Silenced,2011-09-22,14.3182,2200000,31500000.0,Hwang Dong-hyuk
32874,Small Town Folk,2007-01-01,0.0,0,0.0,Peter Stanley-Ward
32875,Snow 2: Brain Freeze,2008-08-08,0.0,0,0.0,Mark Rosman
32876,Devil's Den,2006-10-22,0.0,1500000,0.0,Jeff Burr
32877,Female on the Beach,1955-08-19,0.0,0,0.0,Joseph Pevney
32878,The Pumpkin Karver,2006-10-31,0.0,0,0.0,Robert Mann
32879,Cornered!,2008-01-01,0.0,0,0.0,Daniel Maze
32880,Killer Party,1986-05-09,0.0,0,0.0,William Fruet
32881,Jersey Shore Massacre,2014-08-22,0.0,1400000,0.0,Paul Tarnopol
32882,Rise of the Animals,2012-05-01,0.0,7000,0.0,Chris Wojcik
32883,Twitches Too,2007-10-12,0.0,0,0.0,Stuart Gillard
32884,The House of Usher,2007-09-11,0.0129,130000,1677.0,Hayley Cloake
32885,The Beauty Inside,2015-08-20,0.0,0,108083.0,Baik
32886,Life,2015-07-24,0.0,12000000,0.0,Anton Corbijn
32887,Children of God: Lost and Found,2007-01-01,0.0,0,0.0,Noah Thomson
32888,Pourquoi Israël,1973-10-01,0.0,0,0.0,Claude Lanzmann
32889,Daddy or Mommy,2015-02-04,0.0,0,0.0,Martin Bourboulon
32890,Demolition,2016-04-06,0.1979,10000000,1978592.0,Jean-Marc Vallée
32891,Listening,2015-09-11,0.0,0,0.0,Khalil Sullins
32892,12 Rounds 3: Lockdown,2015-09-11,0.0,0,0.0,Stephen Reynolds
32893,Beyond Darkness,1990-01-01,0.0,0,0.0,Claudio Fragasso
32894,Eden Lodge,2015-08-24,0.0,0,0.0,Andreas Prodromou
32895,Our Man in Tehran,2013-09-20,0.0,0,0.0,"Drew Taylor, Larry Weinstein"
32896,Robert the Doll,2015-08-24,0.0,0,0.0,Andrew Jones
32897,Frau Müller muss weg!,2015-01-15,0.0,0,9127383.0,Sönke Wortmann
32898,Romeos,2011-12-08,0.0,0,0.0,Sabine Bernardi
32899,Gun Hill Road,2011-08-05,0.0,119567,0.0,Rashaad Ernesto Green
32900,Middle Sexes: Redefining He and She,2005-04-30,0.0,0,0.0,Antony Thomas
32901,American Poltergeist,2015-05-29,0.0,0,0.0,Mike Rutkowski
32902,The Cutting Room,2015-06-01,0.0,0,0.0,Warren Dudley
32903,Asylum of Satan,1972-01-01,0.0,0,0.0,William Girdler
32904,Three on a Meathook,1973-01-01,0.0,0,0.0,William Girdler
32905,The Zebra Killer,1974-07-01,0.0,0,0.0,William Girdler
32906,Listen to Me Marlon,2015-07-29,0.0,0,0.0,Stevan Riley
32907,Crab Trap,2010-03-12,0.0,0,0.0,Oscar Ruiz Navia
32908,Naked You Die,1968-02-20,0.0,0,0.0,Antonio Margheriti
32909,Proteus,1995-01-01,0.0,0,0.0,Bob Keen
32910,Maléfique,2002-11-09,0.0,1500000,0.0,Eric Valette
32911,Stars 80,2012-10-24,0.0,0,0.0,"Frédéric Forestier, Thomas Langmann"
32912,Act of Violence,2008-01-16,0.0,0,0.0,Lars Henning Jung
32913,Beaumarchais the Scoundrel,1996-03-20,0.0,0,0.0,Édouard Molinaro
32914,The Snow Devils,1967-01-18,0.0,0,0.0,Antonio Margheriti
32915,Lightning Bolt,1967-01-01,0.0,0,0.0,Antonio Margheriti
32916,Killers Are Challenged,1966-02-24,0.0,0,0.0,Antonio Margheriti
32917,The Long Hair of Death,1964-12-30,0.0,0,0.0,Antonio Margheriti
32918,Devil of the Desert Against the Son of Hercules,1964-06-27,0.0,0,0.0,Antonio Margheriti
32919,Battle of the Worlds,1961-03-01,0.0,0,0.0,Antonio Margheriti
32920,Assignment: Outer Space,1960-08-25,0.0,0,0.0,Antonio Margheriti
32921,Virtual Weapon,1997-08-25,0.0,0,0.0,Antonio Margheriti
32922,Alien from the Deep,1989-10-15,0.0,0,0.0,Antonio Margheriti
32923,Commando Leopard,1985-10-24,0.0,0,0.0,Antonio Margheriti
32924,The Hunters of the Golden Cobra,1982-08-11,0.0,0,0.0,Antonio Margheriti
32925,Invasion of the Flesh Hunters,1980-08-04,0.0,0,0.0,Antonio Margheriti
32926,Killer Fish,1979-12-07,0.0,0,0.0,Antonio Margheriti
32927,Death Rage,1976-10-22,0.0,0,0.0,Antonio Margheriti
32928,Seven Dead in the Cat's Eye,1973-04-12,0.0,0,0.0,Antonio Margheriti
32929,And God Said to Cain,1970-02-05,0.0,0,0.0,Antonio Margheriti
32930,Vengeance,1968-04-19,0.0,0,0.0,Antonio Margheriti
32931,Pelican Dreams,2014-11-07,0.0,0,0.0,Judy Irving
32932,Hal,2013-06-08,0.0,0,0.0,Ryoutarou Makihara
32933,Snowden’s Great Escape,2015-01-12,0.0,0,0.0,Poul-Erik Heilbuth
32934,Fool Circle,2014-06-04,0.0,0,0.0,Vincent Mariette
32935,Magallanes,2015-08-20,0.0,0,0.0,Salvador del Solar
32936,The Keeping Room,2014-09-25,0.0,0,0.0,Daniel Barber
32937,Cigarette Burns,2005-12-16,0.0,0,0.0,John Carpenter
32938,We Are the Freaks,2014-04-25,0.0,0,0.0,Justin Edgar
32939,Our Brand Is Crisis,2015-09-11,0.2501,28000000,7002261.0,David Gordon Green
32940,Attack on Titan II: End of the World,2015-09-01,0.0,0,0.0,Shinji Higuchi
32941,Big Sky,2015-08-14,0.0,0,0.0,Jorge Michel Grau
32942,L'odore della notte,1998-01-01,0.0,0,0.0,Claudio Caligari
32943,Agneepath,2012-01-25,4.4181,11097000,49028000.0,Karan Malhotra
32944,Cocktail,2012-07-13,2.9375,6400000,18800000.0,Homi Adajania
32945,The Assassin,2015-08-27,0.0422,15000000,632542.0,Hou Hsiao-hsien
32946,The Gamechangers,2015-09-15,0.0,0,0.0,Owen Harris
32947,White Cannibal Queen,1980-09-15,0.0,0,0.0,"Jesús Franco, Franco Prosperi"
32948,Hercules in the Haunted World,1961-11-16,0.0,0,0.0,Mario Bava
32949,High-Rise,2015-11-22,0.0,0,346472.0,Ben Wheatley
32950,The Night Before,2015-11-20,2.0958,25000000,52395996.0,Jonathan Levine
32951,Into the Forest,2016-06-03,0.0,0,0.0,Patricia Rozema
32952,Time Out of Mind,2014-09-07,0.0,0,166775.0,Oren Moverman
32953,Winter Meeting,1948-04-07,0.0,0,0.0,Bretaigne Windust
32954,The Princess of France,2014-08-07,0.0,0,0.0,Matías Piñeiro
32955,Villegas,2012-11-07,0.0,0,0.0,Gonzalo Tobal
32956,First Spaceship on Venus,1960-02-26,0.0,0,0.0,Kurt Maetzig
32957,Chain of Command,2015-08-30,0.0,5000000,0.0,Kevin Carraway
32958,A Perfect Man,2015-03-18,0.0,0,0.0,Yann Gozlan
32959,The Editor,2014-09-11,0.0,0,0.0,"Adam Brooks, Matthew Kennedy"
32960,On Broadway,2007-04-25,0.0,0,0.0,Dave McLaughlin
32961,Everest,2015-09-10,3.6987,55000000,203427584.0,Baltasar Kormákur
32962,Puella Magi Madoka Magica the Movie Part III: Rebellion,2013-10-26,0.0,0,12947880.0,"Akiyuki Shinbo, Yukihiro Miyamoto"
32963,Puella Magi Madoka Magica the Movie Part II: Eternal,2012-10-13,0.0,0,0.0,"Akiyuki Shinbo, Yukihiro Miyamoto"
32964,Sukeban Deka the Movie 2: Counter-Attack from the Kazama Sisters,1988-02-11,0.0,0,0.0,Hideo Tanaka
32965,The Brand New Testament,2015-09-02,0.0,8555500,0.0,Jaco Van Dormael
32966,You Carry Me,2015-05-25,0.0,0,0.0,Ivona Juka
32967,Cut Snake,2015-09-24,0.0,0,0.0,Tony Ayres
32968,The First Olympics: Athens 1896,1984-05-20,0.0,0,0.0,Alvin Rakoff
32969,Last House in Istanbul,1974-01-01,0.0,0,0.0,Osman F. Seden
32970,Mean Frank and Crazy Tony,1973-11-23,0.0,0,0.0,Michele Lupo
32971,Red Amnesia,2014-08-30,0.0,0,0.0,Wang Xiaoshuai
32972,City Beneath the Sea,1971-01-25,0.0,0,0.0,Irwin Allen
32973,Kebab Connection,2004-04-21,0.0,0,0.0,Anno Saul
32974,Buddenbrooks,2008-12-25,0.0,0,0.0,Heinrich Breloer
32975,Keine Lieder über Liebe,2005-10-26,0.0,0,0.0,Lars Kraume
32976,Hilde,2009-03-11,0.0,0,0.0,Kai Wessel
32977,Monster Hunt,2015-07-16,9.6321,40000000,385284817.0,Raman Hui
32978,Wild City,2015-07-25,0.0,0,0.0,Ringo Lam
32979,The Rolling Stones: Cocksucker Blues,1972-01-01,0.0,0,0.0,Robert Frank
32980,Spotlight,2015-11-06,4.4173,20000000,88346473.0,Tom McCarthy
32981,Viva,2015-11-08,0.0,0,0.0,Paddy Breathnach
32982,Son of Saul,2015-06-11,1.777,1000000,1777043.0,László Nemes
32983,Diane,1975-07-09,0.0,0,0.0,Alan Clarke
32984,Funny Farm,1975-02-27,0.0,0,0.0,Alan Clarke
32985,Burden of Evil,2012-04-22,0.0,0,0.0,Michel Monty
32986,Intruders,2016-01-15,0.0,0,0.0,Adam Schindler
32987,Rabid Dogs,2015-09-30,0.0,0,0.0,Éric Hannezo
32988,Pawn Sacrifice,2015-09-16,0.2936,19000000,5578519.0,Edward Zwick
32989,Hardcore Henry,2015-09-12,1.4334,10000000,14333790.0,Ilya Naishuller
32990,Mega Snake,2007-07-28,0.0,0,0.0,Tibor Takács
32991,Hunter × Hunter: Phantom Rouge,2013-01-12,0.0,0,0.0,Yuzo Sato
32992,"Remake, Remix, Rip-Off: About Copy Culture & Turkish Pop Cinema",2014-08-13,0.0,0,0.0,Cem Kaya
32993,Il castello,2011-02-26,0.0,0,0.0,"Massimo D'Anolfi, Martina Parenti"
32994,Hunter × Hunter: The Last Mission,2013-12-27,0.0,0,0.0,Keiichirou Kawaguchi
32995,08/15,1954-09-30,0.0,0,0.0,Paul May
32996,Carmen,1915-10-31,0.0,23430,0.0,Cecil B. DeMille
32997,Hanna's Journey,2014-01-23,0.0,0,0.0,Julia von Heinz
32998,Bon appétit,2010-11-12,0.0,0,0.0,David Pinillos
32999,"Killing Is My Business, Honey",2009-02-26,0.0,0,0.0,Sebastian Niemann
33000,Call Girl of Cthulhu,2014-05-08,0.0,0,0.0,Chris LaMartina
33001,Roger Waters: The Wall,2014-09-29,0.0,0,0.0,"Sean Evans, Roger Waters"
33002,Burnt,2015-10-02,1.8303,20000000,36606743.0,John Wells
33003,Queen of the Desert,2015-09-03,0.0,15000000,0.0,Werner Herzog
33004,Visions,2015-08-28,0.0,0,0.0,Kevin Greutert
33005,Nobody from Nowhere,2014-11-19,0.0,0,0.0,Matthieu Delaporte
33006,Heneral Luna,2015-09-09,0.0,0,0.0,Jerrold Tarog
33007,Vem älskar Yngve Frej?,1973-01-05,0.0,0,0.0,Lars Lennart Forsberg
33008,Ryuzo and the Seven Henchmen,2015-04-25,0.0,0,0.0,Takeshi Kitano
33009,The Saint of Gamblers,1995-06-28,0.0,0,13.0,Wong Jing
33010,Der Clown - Tag der Vergeltung,2005-01-01,0.0,0,0.0,Sebastian Vigg
33011,Mary of Nazareth,1995-03-29,0.0,0,0.0,Jean Delannoy
33012,If I Were a Rich Man,2002-11-27,0.0,0,0.0,"Gérard Bitton, Michel Munz"
33013,Fair Play,2006-09-06,0.0,0,0.0,Lionel Bailliu
33014,The Ceremony,2014-11-08,0.0,0,0.0,Lina Mannheimer
33015,A Stranger of Mine,2005-07-16,0.0,0,0.0,Kenji Uchida
33016,Miss Hokusai,2015-05-09,0.0,0,0.0,Keiichi Hara
33017,Being Canadian,2015-09-18,0.0,0,0.0,Robert Cohen
33018,Dor,2006-09-22,0.0,0,0.0,Nagesh Kukunoor
33019,Life Is Ruff,2005-01-13,0.0,0,0.0,Charles Haid
33020,Cow Belles,2006-03-24,0.0,0,0.0,Francine McDougall
33021,Genius,1999-08-29,0.0,0,0.0,Rod Daniel
33022,Teen Lust,2014-09-04,0.0,0,0.0,Blaine Thurier
33023,Scanner Cop,1994-07-27,0.0,0,0.0,Pierre David
33024,The Timber,2015-02-27,0.0,0,0.0,Anthony O'Brien
33025,Sriracha,2013-11-29,0.0,20000,0.0,Griffin Hammond
33026,The Willies,1990-12-27,0.0,0,0.0,Brian Peck
33027,Evil Things,2009-06-17,0.0,20000,0.0,Dominic Perez
33028,Last Shift,2014-10-25,0.0,0,0.0,Anthony DiBlasi
33029,The Immortal Voyage of Captain Drake,2009-01-17,0.0,0,0.0,David Flores
33030,Fuck You Goethe 2,2015-09-10,0.0,0,83027924.0,Bora Dağtekin
33031,Pay the Ghost,2015-09-16,0.0,0,2160298.0,Uli Edel
33032,A Million,2009-08-06,0.0,0,0.0,Min-Ho Cho
33033,A Song of Lisbon,1933-11-07,0.0,0,0.0,José Cottinelli Telmo
33034,Un mundo cuadrado,2012-10-19,0.0,0,0.0,Álvaro Begines
33035,Catch Me Daddy,2015-02-27,0.0,0,0.0,Daniel Wolfe
33036,The Furthest End Awaits,2014-09-29,0.0,0,0.0,Chiang Hsiu-Chiung
33037,Flying Colors,2015-05-01,0.0,0,0.0,Nobuhiro Doi
33038,"Davy Crockett, Indian Scout",1950-01-06,0.0,0,0.0,Lew Landers
33041,Macropolis,2012-07-05,0.0,0,0.0,Joel Simon
33042,Oh Willy...,2013-04-03,0.0,0,0.0,"Marcel Roels, Emma De Swaef"
33043,The Legend of Seven Cutter,2006-03-30,0.0,1700000,0.0,Kwon Nam-Ki
33044,Angry Harvest,1986-01-09,0.0,0,0.0,Agnieszka Holland
33045,Naked Under the Moon,1999-09-08,0.0,0,0.0,Lav Diaz
33046,Thunderbolt,1929-06-20,0.0,0,0.0,Josef von Sternberg
33047,A Date with the Falcon,1942-01-16,0.0,0,0.0,Irving Reis
33048,Acolytes,2008-09-20,0.0,0,0.0,Jon Hewitt
33049,Any And Every Which Way,2010-02-27,0.0,0,0.0,Shôichirô Masumoto
33050,Babes in Toyland,1997-01-01,0.0,0,0.0,"Toby Bluth, Charles Grosvenor, Paul Sabella"
33051,Black River,2001-07-06,0.0,0,0.0,Jeff Bleckner
33052,Varg Veum - Black Sheep,2011-01-21,0.0,0,0.0,Stephan Apelgren
33053,Seashore,2015-06-21,0.0,0,0.0,"Filipe Matzembacher, Marcio Reolon"
33054,Lootera,2013-04-04,1.0488,4100000,4300000.0,Vikramaditya Motwane
33055,Fire in Babylon,2011-07-22,0.0,0,0.0,Stevan Riley
33056,Consolation Marriage,1931-11-21,0.0,0,0.0,Paul Sloane
33057,Dear Mr. Gacy,2010-05-10,0.0,0,0.0,Svetozar Ristovski
33058,Death Machines,1976-09-14,0.0,0,0.0,Paul Kyriazi
33059,Drunk Wedding,2015-05-22,0.0,0,0.0,Nick Weiss
33060,Evidence,2011-02-28,0.0,0,0.0,Howie Askins
33061,Ghoul,2015-02-26,0.0,0,0.0,Petr Jákl ml.
33062,Ghoul,2012-04-13,0.0,0,0.0,Gregory Wilson
33063,Headspace,2005-01-01,0.0,0,0.0,Andrew van den Houten
33064,Island of Love,1963-06-12,0.0,0,0.0,Morton DaCosta
33065,Legion,1998-04-18,0.0,0,0.0,Jon Hess
33066,Let Go,2011-10-25,0.0,0,0.0,Brian Jett
33067,Resurrection County,2008-10-19,0.0,0,0.0,Matt Zettell
33068,The Rite,1969-03-25,0.0,0,0.0,Ingmar Bergman
33069,Remains,2011-12-06,0.0,750000,0.0,Colin Theys
33070,Stolen Identity,1953-01-01,0.0,0,0.0,Gunther von Fritsch
33071,Tango,1993-02-03,0.0,0,0.0,Patrice Leconte
33072,Devil Seed,2012-05-16,0.0,0,0.0,Greg A. Sager
33073,The Dark,1979-04-27,0.0,0,0.0,John 'Bud' Cardos
33074,The Dark Hour,2006-10-06,0.0,0,0.0,Elio Quiroga
33075,The Fighting Lady,1944-12-21,0.0,0,0.0,Edward Steichen
33076,The Lost,2006-03-11,0.0,0,0.0,Chris Sivertson
33077,The Love Light,1921-01-08,0.0,0,0.0,Frances Marion
33078,Arizona Colt,1966-08-27,0.0,0,0.0,Michele Lupo
33079,The Phantom of Crestwood,1932-10-14,0.0,0,0.0,J. Walter Ruben
33080,The Program,2015-09-16,0.0,0,3286448.0,Stephen Frears
33081,The Red Kimona,1925-11-15,0.0,0,0.0,"Walter Lang, Dorothy Davenport"
33082,The Selling,2011-04-29,0.0,0,0.0,Emily Lou
33083,The Warrior Empress,1960-08-24,0.0,0,0.0,Pietro Francisci
33084,Trade Winds,1938-12-28,0.0,0,0.0,Tay Garnett
33085,True Women,1997-05-18,0.0,0,0.0,Karen Arthur
33086,Vanessa: Her Love Story,1935-03-01,0.0,0,0.0,William K. Howard
33087,Witchboard 2: The Devil's Doorway,1993-09-10,0.0,0,168180.0,Kevin Tenney
33088,My Little Bride,2004-01-01,0.0,0,0.0,Kim Ho-joon
33089,Young Bride,1932-04-07,0.0,0,0.0,William A. Seiter
33090,Love Is in the Air,2011-06-23,0.0,0,0.0,Simon Staho
