,title,generos,idioma,actores,overview,vote_count,popularity,runtime,release_date
10,The Hunger Games: Mockingjay - Part 1,"Science Fiction, Adventure, Thriller",English,"Jennifer Lawrence, Josh Hutcherson, Liam Hemsworth, Woody Harrelson, Donald Sutherland, Philip Seymour Hoffman, Julianne Moore, Willow Shields, Sam Claflin, Elizabeth Banks, Mahershala Ali, Jena Malone, Jeffrey Wright, Paula Malcomson, Stanley Tucci, Natalie Dormer, Evan Ross, Elden Henson, Wes Chatham, Sarita Choudhury, Stef Dawson, Patina Miller, Robert Knepper, Caitlin Fowler, Jada Taylor, Nicholas Pryor, Donna Biscoe, Michael Garza, Erika Bierman, Bill Bennett, Rus Blackwell, Stevie Ray Dallimore, Breann Couch, Jennifer Cocker, Marshall Choka, Jordan Woods-Robinson, Katie Sawhill, Jenique Bennett, Charles Kronmuller, Tyler Lee Allen, Jordanne Calvin, Jasmine Ahnie, Brayden Patterson, Emma Elle Roberts, A.J. Sexton, Sarah Turner Holland, Lauren Henneberg, Molly Evensen, William Frasca, Joe Crosson, Gregory Fears, Kirk Crenshaw, Stephen Mackenzie Brown, Stephen Vining",Katniss Everdeen reluctantly becomes the symbol of a mass rebellion against the autocratic Capitol.,5767,147.098006,123.0,2014-11-18
11,War for the Planet of the Apes,"Drama, Science Fiction, War",English,"Andy Serkis, Woody Harrelson, Steve Zahn, Karin Konoval, Terry Notary, Ty Olsson, Michael Adamthwaite, Toby Kebbell, Judy Greer, Sara Canning, Max Lloyd-Jones, Devyn Dalton, Aleks Paunovic, Amiah Miller, Gabriel Chavarria, Alessandro Juliani, Chad Rook, Timothy Webber, Roger Cross, Mercedes de la Zerda","Caesar and his apes are forced into a deadly conflict with an army of humans led by a ruthless Colonel. After the apes suffer unimaginable losses, Caesar wrestles with his darker instincts and begins his own mythic quest to avenge his kind. As the journey finally brings them face to face, Caesar and the Colonel are pitted against each other in an epic battle that will determine the fate of both their species and the future of the planet.",1675,146.161786,140.0,2017-07-11
12,Captain America: Civil War,"Adventure, Action, Science Fiction","Română, English, Deutsch, Pусский","Chris Evans, Robert Downey Jr., Scarlett Johansson, Sebastian Stan, Anthony Mackie, Don Cheadle, Jeremy Renner, Chadwick Boseman, Paul Bettany, Elizabeth Olsen, Paul Rudd, Emily VanCamp, Tom Holland, Frank Grillo, William Hurt, Daniel Brühl, Martin Freeman, John Slattery, Marisa Tomei, Hope Davis, John Kani, Kerry Condon, Gene Farber, Florence Kasumba, Alfre Woodard, Jim Rash, Stan Lee, Joe Russo, Damion Poitier, Michael A. Cook, Laughton Parchment, Jackson Spidell, Yi Long, Heidi Moneymaker, Aaron Toney, Cale Schultz, Ann Russo, Cornell John, Sven Hönig, Joshua Peck, Brent McGee, Be Satrazemis, Blair Jasin, Oli Bigalke, Rafael Banasik, David de Vries, John Curran, Katie Amess, Austin Sanders, Brett Gentile, Matthew Anderson, Andrew Botchwey, Chase Bradfield, Ernest Charles, Hendricks Coates, Ethan Condon, Shen Dynes, Nathaniel Ellis, Jariah Ferguson, Evan Ffrench, Justin Freeman, Ralphael Grand'Pierre, Julian Grimes, Aaron Hayes, Austin Hooper, Amiri Jones, Myles Joseph, Stephen Lewis, Jacob Ludwick, D'Mahrei McRae, Ashwin Mudaliar, Eli Ollinger, Parker Pape, Daniel Parada, Jonah Ruffin, Darryl Sampson, Cameron Sardone, Stanley Sellers, Miles Selles, Jacob Sung, Caden Wilkinson, Kim Scar, Jessica Walther-Gabory, Beniamino Brogi, Silvina Buchbauer, Henry Amadi, Ugochukwu Ani, Michael Anthony Rogers, Umar Khan, David Brown, Guy Fernandez, Sophia Russo, Amelia Morck, Julianna Guill, Surely Alvelo, Brian Schaeffer, Kevin LaRosa Jr., Al Cerullo, Frédéric North, Ray Sahetapy","Following the events of Age of Ultron, the collective governments of the world pass an act designed to regulate all superhuman activity. This polarizes opinion amongst the Avengers, causing two factions to side with Iron Man or Captain America, which causes an epic battle between former allies.",7462,145.882135,147.0,2016-04-27
13,Pulp Fiction,"Thriller, Crime","English, Español, Français","John Travolta, Samuel L. Jackson, Uma Thurman, Bruce Willis, Ving Rhames, Harvey Keitel, Eric Stoltz, Tim Roth, Amanda Plummer, Maria de Medeiros, Quentin Tarantino, Christopher Walken, Rosanna Arquette, Peter Greene, Duane Whitaker, Angela Jones, Phil LaMarr, Steve Buscemi, Bronagh Gallagher, Laura Lovelace, Frank Whaley, Burr Steers, Paul Calderon, Jerome Patrick Hoban, Michael Gilden, Gary Shorelle, Susan Griffiths, Eric Clark, Joseph Pilato, Brad Blumenthal, Lorelei Leslie, Emil Sitka, Brenda Hillhouse, Chandler Lindauer, Sy Sher, Robert Ruth, Rich Turner, Don Blakely, Carl Allen, Karen Maruyama, Kathy Griffin, Venessia Valentino, Linda Kaye, Stephen Hibbert, Alexis Arquette, Julia Sweeney, Lawrence Bender, Cie Allman, Rene Beard, Lori Pizzo, Glendon Rich, Devan Richardson, Ani Sava, Philip Ettington","A burger-loving hit man, his philosophical partner, a drug-addled gangster's moll and a washed-up boxer converge in this sprawling, comedic crime caper. Their adventures unfurl in three stories that ingeniously trip back and forth in time.",8670,140.950236,154.0,1994-09-10
14,Pirates of the Caribbean: Dead Men Tell No Tales,"Adventure, Action, Fantasy, Comedy",English,"Johnny Depp, Javier Bardem, Geoffrey Rush, Brenton Thwaites, Kaya Scodelario, Kevin McNally, Stephen Graham, David Wenham, Golshifteh Farahani, Orlando Bloom, Martin Klebba, Angus Barnett, Adam Brown, Danny Kirrane, Giles New, Delroy Atkinson, Paul McCartney, Keira Knightley, Anthony De La Torre, Lewis McGowan, Juan Carlos Vellido, Rodney Afif, Bruce Spence, Zoe Ventoura, James Mackay, Brooke Chamberlain, Alexander Scheer, Goran D. Kleut, Wassim Hawat, Ben O'Toole, Finn Ireland, Nico Cortez, James Fraser, Derani Scarr, Robert Morgan, Goran D. Kleut, Mahesh Jadu, Travis Jeffery, Akos Armont, Sean Lynch, Ben O'Toole, Akshay Caplash, Rafael Torrijos, Mivon Prince-Leyva, Michael Dorman, Rohan Nichol, Rupert Raineri, Stephen Lopez, Richard Piper, Justin Smith, John Leary, Bryan Probets, Ken Radley, Hannah Walters, Jonathan Elsom, K. Todd Freeman, James Lawson, Darcy Laurie, Jessica Green, Haley Madison, Kiara Freeman, Piper Nairn, Suzanne Dervish-Ali, Donnie Baxter, Winnie Mzembe, Christie-Lee Britten, Mollie McGregor, Sophia McGregor","Thrust into an all-new paycheck, a down-on-his-luck Capt. Jack Sparrow feels the winds of ill-fortune blowing even more strongly when deadly ghost sailors led by his old nemesis, the evil Capt. Salazar, escape from the Devil's Triangle. Jack's only hope of a payout lies in seeking out the legendary Trident of Numbers, but to find it, he must forge an uneasy alliance with a reasonably intelligent and pretty astronomer and a irritating young man in the British navy.",2814,133.82782,129.0,2017-05-23
15,The Dark Knight,"Drama, Action, Crime, Thriller","English, 普通话","Christian Bale, Michael Caine, Heath Ledger, Aaron Eckhart, Gary Oldman, Maggie Gyllenhaal, Morgan Freeman, Monique Gabriela Curnen, Ron Dean, Chin Han, Nestor Carbonell, Eric Roberts, Cillian Murphy, Ritchie Coster, Anthony Michael Hall, Keith Szarabajka, Colin McFarlane, Joshua Harto, Melinda McGraw, Nathan Gamble, William Fichtner, Michael Vieau, Michael Stoyanov, William Smillie, Michael Jai White, Danny Goldring, Matthew O'Neill, Olumiji Olawumi, Greg Beam, Erik Hellman, Beatrice Rosen, Vincenzo Nicoli, Edison Chen, Nydia Rodriguez Terracina, Andy Luther, James Farruggio, Tom McElroy, Will Zahrn, James Fierro, Patrick Leahy, Sam Derence, Jennifer Knox, Patrick Clear, Sarah Jayne Dunn, Charles Venn, Winston G. Ellis, David Dastmalchian, Sophia Hinshelwood, Keith Kupferer, Joseph Luis Caballero, Richard Dillane, Daryl Satcher, Chris Petschler, Aidan Feore, Philip Bulcock, Paul Birchard, Walter Lewis, Vincent Riotta, Nancy Crane, K. Todd Freeman, Matt Shallenberger, Michael Andrew Gorman, Lanny Lutz, Peter DeFaria, Matt Rippy, Andrew Bicknell, Ariyon Bakare, Doug Ballard, Helene Wilson, Tommy Campbell, Craig Heaney, Lorna Gayle, Lisa McAllister, Peter Brooke, Joshua Rollins, Dale Rivera, Matthew Leitch, Tom Lister Jr., Thomas Gaitsch, William Armstrong, Adam Kalesperis, Tristan Tait, Bronson Webb, David Ajala, Gertrude Kyles, Jonathan Ryland, James Scales, Nigel Carrington, Ian Pirie, Lateef Lovejoy, Grahame Edwards, Roger Monk, Ronan Summers, Wai Wong, Michael Corey Foster, Hannah Gunn, Brandon Lambdin, Jon Lee Brody, Debbi Burns, Maritza Cabrera, Shirin Caiola, Laura Chernicky, Henry Milton Chu, Kelli Clevenger, Richard Divizio, Tony Domino, David Fultz, Natalie Hallam, Jordon Hodges, Erron Jay, Daniel Jefferson, Nicky Katt, Thomas Kosik, Don Kress, Tim Krueger, Dan Latham, Tom McComas, James Mellor, Joseph Oliveira, Buster Reeves, Peter Rnic, Amit Shah, Michelle Shields, Sofiya Smirnova, Bruce Spielbauer, Robert Patrick Stern, Robert Stone, Richard Strobel, Tom Townsend, John Turk, John Warman, Erik A. Williams, Chris Wilson, Kevin Zaideman","Batman raises the stakes in his war on crime. With the help of Lt. Jim Gordon and District Attorney Harvey Dent, Batman sets out to dismantle the remaining criminal organizations that plague the streets. The partnership proves to be effective, but they soon find themselves prey to a reign of chaos unleashed by a rising criminal mastermind known to the terrified citizens of Gotham as the Joker.",12269,123.167259,152.0,2008-07-16
16,Blade Runner,"Science Fiction, Drama, Thriller","English, Deutsch, 广州话 / 廣州話, 日本語, Magyar","Harrison Ford, Rutger Hauer, Sean Young, Edward James Olmos, M. Emmet Walsh, Daryl Hannah, William Sanderson, Brion James, Joe Turkel, Joanna Cassidy, James Hong, Morgan Paull, Kevin Thompson, John Edward Allen, Hy Pyke, Kimiko Hiroshige, Bob Okazaki, Carolyn DeMirjian, Ben Astar, Judith Burnett, Leo Gorcey Jr., Dawna Lee Heising, Sharon Hesky, Kelly Hine, Tom Hutchinson, Charles Knapp, Rose Mascari, Jirô Okazaki, Steve Pope, Robert Reiter, Alexis Rhee","In the smog-choked dystopian Los Angeles of 2019, blade runner Rick Deckard is called out of retirement to terminate a quartet of replicants who have escaped to Earth seeking their creator for a way to extend their short life spans.",3833,96.272374,117.0,1982-06-25
17,The Avengers,"Science Fiction, Action, Adventure",English,"Robert Downey Jr., Chris Evans, Mark Ruffalo, Chris Hemsworth, Scarlett Johansson, Jeremy Renner, Tom Hiddleston, Clark Gregg, Cobie Smulders, Stellan Skarsgård, Samuel L. Jackson, Gwyneth Paltrow, Paul Bettany, Jenny Agutter, Walter Perez, Powers Boothe, Stan Lee, Arthur Darbinyan, Donald Li, Ashley Johnson, Harry Dean Stanton, Alicia Sixtos, Dieter Riesle, Jamie McShane, Jeff Wolfe, Jerzy Skolimowski, Maximiliano Hernández, Alexis Denisof, James Eckhouse, Enver Gjokaj, Damion Poitier, Tina Benko, Kirill Nikiforov, M'laah Kaur Singh, Rashmi Rustagi, Warren Kole, Jesse Garcia, Kenneth Tigar, Josh Cowdery, Katsumi Komatsu, Yumiko Komatsu, Momoko Komatsu, Robert Clohessy, Fernanda Toker, Andrea Vecchio, Robin Swoboda, Brent McGee, Michael Zhang, William-Christopher Stephens, Kelley Robins, Romy Rosemont, Pat Kiernan, Thomas Roberts, Jillian Morgese, Catherine Anderson, Ricardo Andres, Logan Bennett, Mayank Bhatter, Sharita Bone, Jason Botsford, Mary Kate Campbell, Gene N. Chavez, Layla Cushman, Robert Dean, Rick Dremann, Jeffrey Feingold, Lou Ferrigno, Rod Fielder, Eric Frank, Israel Hall, Carmen Dee Harris, Alexander Christopher Jones, Mike Karban, Demoine Kinney, Andrew Knode, Annette Lawless, Kimberly J. Mahoney, Todd Manes, Jorge Mardel, Tiffany Sander McKenzie, Michael McMillan, Sean Meehan, Joti Nagra, Holly Neelie, Caleb Daniel Noal, Joseph O'Brien, Jeremy Orr, Nate Paige, Martin Palmer, Maria Perossa, Caleb Pieplow, Alexander Daniel Pimentel, Frank Powers, Jaime Powers, Brent Reichert, Kelly Ruble, Gina Sarno, Robert B. Schneider IV, Jeff Seich, Christina Shaffer, Alonda Shevette, Douglas Slygh, Colin Strause, Robert P. Thitoff, George Thomas, Shane Thompson, Jerry Lee Tucker, Tai Urban, Chris Vaina, Sandra Weston, Seth Zielicke, Alex DeCourville, Debbie Scaletta, Andrea-Nichole Olivas, Tina Grimm","When an unexpected enemy emerges and threatens global safety and security, Nick Fury, director of the international peacekeeping agency known as S.H.I.E.L.D., finds himself in need of a team to pull the world back from the brink of disaster. Spanning the globe, a daring recruitment effort begins!",12000,89.887648,143.0,2012-04-25
18,Captain Underpants: The First Epic Movie,"Action, Animation, Comedy, Family","Nederlands, English","Kevin Hart, Ed Helms, Thomas Middleditch, Nick Kroll, Jordan Peele, Kristen Schaal, Dee Dee Rescher, Brian Posehn, Grey Griffin, Fred Tatasciore, Mel Rodriguez, David Soren, Susan Fitzker, Lynnane Zager, Tiffany Lauren Bennicke, James Ryan, Leslie David Baker, Sugar Lyn Beard, Lesley Nicol, Chris Miller, Coco Soren","Two mischievous kids hypnotize their mean elementary school principal and turn him into their comic book creation, the kind-hearted and elastic-banded Captain Underpants.",159,88.561239,89.0,2017-06-01
19,The Circle,"Drama, Thriller, Science Fiction",English,"Emma Watson, Tom Hanks, John Boyega, Karen Gillan, Ellar Coltrane, Patton Oswalt, Glenne Headly, Bill Paxton, Poorna Jagannathan, Nate Corddry, Mamoudou Athie, Amir Talai, Smith Cho, Ellen Wong, Judy Reyes, Elvy Yost, Roger Joseph Manning Jr., Joey Waronker, Nick Valensi, Michael Shuman, Katie Costick, Regina Saldivar, Steven Klein, Hunter Burke, Eve Gordon, Amie McCarthy Winn, Lauren Baldwin, Nicola Bertram, Julian von Nagel, Beck, Nick Peine, Michael Dean Russell Jr, Jason Sheridan, Drew Droege, Jimmy Wong, Sandeep Parikh, Mele Ihara, Andrew Hwang, Lizzie Prestel, Alana Aimaq, Daniel William Jordan, Melanie Steinmann, Ken Narasaki, Fred Koehler, Jedediah Jenk, Claudia O'Doherty, Ara Woland, Brandon Van Vliet, Alan Trujillo, Derek Sulek, Jasper Salon, Parker Russell, Samir Patel, Afsheen Olyaie, James O'Connor, Henry Nolin, Rob Morris, Dez Mabunga, Shandel Love, Abraham Lim, Punnavith Koy, Slim Khezri, Stephen Michael Joseph, Allyson Nicole Jones, Jenine Giusto, Lori Crow, Reverend John Atom, Natalie Stephany Aguilar, Steven Adkins, Shaylin Janelle Broady, Matt Van Beck, Jennifer Fernandez, Paul Edney, Kelli Barksdale, Patrick Russo, Troy Murray, Johny Walsh, Adam Aseem Tiwari","A young tech worker takes a job at a greedy Internet corporation, quickly rises up the company's ranks, and soon finds herself in a perilous situation concerning privacy, surveillance and freedom. She comes to learn that her decisions and actions will have no effect whatsoever.",1015,88.439243,110.0,2017-04-27
20,The Bad Batch,"Thriller, Romance, Science Fiction",English,"Suki Waterhouse, Jason Momoa, Jayda Fink, Keanu Reeves, Jim Carrey, Yolonda Ross, Giovanni Ribisi, Aye Hasegawa, Louie Lopez Jr., E.R. Ruiz, Cory Roberts, Diego Luna, Joni Podesta, Almayvonne, Danielle Orner, Mandy Pursley, Alina Aliluykina, Ashleigh Biller, Irene Guindal, Nina Mansker, Emily Roya O'Brien, DaLaura Patton, Lana Walling, Ndea Williams","In a desert wasteland in Texas, a muscled cannibal breaks one important rule: don’t play with your food.",160,78.8072,119.0,2017-06-23
21,The Maze Runner,"Action, Mystery, Science Fiction, Thriller",English,"Dylan O'Brien, Ki Hong Lee, Kaya Scodelario, Aml Ameen, Blake Cooper, Thomas Brodie-Sangster, Will Poulter, Dexter Darden, Chris Sheffield, Joe Adler, Alexander Flores, Jacob Latimore, Randall D. Cunningham, Patricia Clarkson, Don McManus, Michael Bow, Jerry Clark, Michael Deville, Dylan Gaspard, Mark Gibson, Cory Gooding, Cazi Greene, Dustin Guitreau, Tyler Harrison, Landon Hazel, Gary Hood, Nick Killebrew, John Langston, Chad Martinez, Lester Millet, Sawyer Pierce, Weston Rachal, Bryce Romero, Johnny Stockwell, SanChavis Torns, Lane Westerhaus, Gentry Williams","Set in a post-apocalyptic world, young Thomas is deposited in a community of boys after his memory is erased, soon learning they're all trapped in a maze that will require him to join forces with fellow ""runners"" for a shot at escape.",5540,76.93789,113.0,2014-09-10
22,Dawn of the Planet of the Apes,"Science Fiction, Action, Drama, Thriller",English,"Andy Serkis, Jason Clarke, Gary Oldman, Keri Russell, Toby Kebbell, Kodi Smit-McPhee, Kirk Acevedo, Judy Greer, Terry Notary, Karin Konoval, Larramie Doc Shaw, Nick Thurston, Jocko Sims, Enrique Murciano, Keir O'Donnell, Lee Ross, Lombardo Boyar, Kevin Rankin, Jon Eyez, Richard King, Lucky Johnson, Al Vicente, Matthew James, Scott Lang, Deneen Tyler, Mustafa Harris, Mike Seal, J.D. Evermore, Chase Boltin, Michael Papajohn, Thomas Rosales, Jr., Carol Sutton, Christopher Berry","A group of scientists in San Francisco struggle to stay alive in the aftermath of a plague that is wiping out humanity, while Caesar tries to maintain dominance over his community of intelligent apes.",4511,75.385211,130.0,2014-06-26
23,Alien: Covenant,"Horror, Science Fiction, Thriller",English,"Michael Fassbender, Katherine Waterston, Billy Crudup, Danny McBride, Demián Bichir, Carmen Ejogo, Jussie Smollett, Callie Hernandez, Amy Seimetz, Nathaniel Dean, Alexander England, Benjamin Rigby, Uli Latukefu, Tess Haubrich, Lorelei King, Goran D. Kleut, Andrew Crawford, Guy Pearce, James Franco, Noomi Rapace, Javier Botet, Benjamin Taylor","Bound for a remote planet on the far side of the galaxy, the crew of the colony ship 'Covenant' discovers what is thought to be an uncharted paradise, but is actually a dark, dangerous world – which has its sole inhabitant the 'synthetic', David, survivor of the doomed Prometheus expedition.",2677,72.884078,122.0,2017-05-09
24,Ghost in the Shell,"Action, Science Fiction, Thriller","日本語, English","Scarlett Johansson, Michael Pitt, Pilou Asbæk, Chin Han, Juliette Binoche, Takeshi Kitano, Peter Ferdinando, Rila Fukushima, Daniel Henshall, Yutaka Izumihara, Anamaria Marinca, Kaori Momoi, Lasarus Ratuere, Kaori Yamamoto, Andrew Morris, Danusia Samal, Michael Wincott, Tawanda Manyimo, Pete Teo, Yuta Kazama, Christopher Obi, Adwoa Aboah, Tricky, Mana Hira Davis, Kai Fung Rieck, Andrew Stehlin, Matthias Luafutu, John Luafutu, Tanya Drewery, Jacqueline Lee Geurts, Hannah Tasker-Poland, Emma Coppersmith, Shinji Ikefuji, Xavier Horan, Allan Henry, Joseph Naufahu, Makoto Murata","In the near future, Major is the first of her kind: a human saved from a terrible crash, then cyber-enhanced to be a perfect soldier devoted to stopping the world's most dangerous criminals.",2547,68.726676,107.0,2017-03-29
25,Boyka: Undisputed IV,"Thriller, Action, Crime",English,"Scott Adkins, Teodora Duhovnikova, Alon Aboutboul, Julian Vergov, Martyn Ford, Brahim Achabbakhe, Paul Chahidi, Petio Petkov, Valentin Ganev, Vlado Mihailov, Vladimir Kolev, Hristo Petkov, Boris Pankin, Bashar Rahal, Emilien De Falco, Tim Man, Andreas Nguyen, Hristo Padev, Yavor Baharov, Plamen Velikov, Slavi Slavov, Ivan Kostadinov, Atanas Madzharov, Atanaska Popova, Georgi Petkov, Mihaela Semova, Trayan Milenov-Troy, Vencislav Stojanov, Velizar Peev, Tsvetolyub Iliev, Ilian Emanviov, Danko Jordanov, Ivan Iliev, Genko Ivanov, Stefan Shopov, Dimiter Doichinov, Venelin Mishev, Anina Youroukova","In the fourth installment of the fighting franchise, Boyka is shooting for the big leagues when an accidental death in the ring makes him question everything he stands for. When he finds out the wife of the man he accidentally killed is in trouble, Boyka offers to fight in a series of impossible battles to free her from a life of servitude",333,67.955052,87.0,2016-08-01
26,Whiplash,Drama,English,"Miles Teller, J.K. Simmons, Melissa Benoist, Austin Stowell, Jayson Blair, Kavita Patil, Paul Reiser, Nate Lang, Chris Mulkey, Damon Gupton, Suanne Spoke, Max Kasch, Charlie Ian, Kofi Siriboe, C.J. Vana, Tarik Lowe, Tyler Kimball, Rogelio Douglas Jr., Adrian Burks, Joseph Bruno, Michael D. Cohen, Jocelyn Ayanna, Keenan Henson, Janet Hoskins, April Grace, Clifton 'Fou Fou' Eddie, Calvin C. Winbush, Marcus Henderson, Tony Baker, Henry G. Sanders, Sam Campisi, Jimmie Kirkpatrick, Keenan Allen, Ayinde Vaughan, Shai Golan, Yancey Wells, Candace Roberge, Krista Kilber, Cici Leah Campbell, Damien Coates, Kyle Julian Graham, Ellee Jane Hounsell, Stephen Hsu, Herman Johansen, Wendee Lee, Dakota Lupo, Jesse Mitchell, Amanda Newman, Joseph Oliveira, Michelle Ruff, Daniel Weidlein","Under the direction of a ruthless instructor, a talented young drummer begins to pursue perfection at any cost, even his humanity.",4376,64.29999,105.0,2014-10-10
27,Fight Club,Drama,English,"Edward Norton, Brad Pitt, Meat Loaf, Jared Leto, Helena Bonham Carter, Zach Grenier, Holt McCallany, Eion Bailey, Richmond Arquette, David Andrews, Christina Cabot, Tim DeZarn, Ezra Buzzington, Bob Stephenson, David Lee Smith, Carl Ciarfalio, Stuart Blumberg, Mark Fite, Matt Winston, Lauren Sánchez, Thom Gossom Jr., Markus Redmond, Van Quattro, Michael Girardin, David Jean Thomas, Paul Carafotes, Christopher John Fields, Michael Shamus Wiles, George Maguire, Eugenie Bondurant, Sydney 'Big Dawg' Colston, Rachel Singer, Christie Cronenweth, Dierdre Downing-Jackson, Charlie Dell, Rob Lanza, Joel Bissonnette, Evan Mirand, Robby Robinson, Lou Beatty Jr., Valerie Bickford, Peter Iacangelo, Todd Peirce, Joon Kim, Bennie Moore, Pat McNamara, Tyrone R. Livingston, Owen Masterson, Anderson Bourell, Scotch Ellis Loring, Andi Carnick, Edward Kowalczyk, Leonard Termo, Michael Arturo, Greg Bronson, Matt Cinquanta, Tommy Dallace, Paul Dillon, Tom Falzone, Eddie Hargitay, Phil Hawn, Bruce Holman, Jawara, Baron Jay, Jim Jenkins, Kevin Scott Mack, Trey Ore, Louis Ortiz, Hugh Peddy, J.T. Pontino, Chad Randau, Marcio Rosario, Gregory Silva, Brian Tochi, Alekxia Valdez, Michael Zagst, Gökhan Öncel","A ticking-time-bomb insomniac and a slippery soap salesman channel primal male aggression into a shocking new form of therapy. Their concept catches on, with underground ""fight clubs"" forming in every town, until an eccentric gets in the way and ignites an out-of-control spiral toward oblivion.",9678,63.869599,139.0,1999-10-15
28,What Happened to Monday,"Science Fiction, Thriller",English,"Noomi Rapace, Marwan Kenzari, Christian Rubeck, Glenn Close, Willem Dafoe, Pål Sverre Hagen, Tommy Edun, Cassie Clare, Cameron Jack, Kirsty Averton, Robert Wagner, Lara Decaro, Jeppe Beck Laursen, Daniel Berge Halvorsen, Ioana Florentina Dimitriu, Edouard Philipponnat, Marie Everett, Elijah Ungvary, Clara Read, Lucy Pearson, Santiago Cabrera","In a world where families are limited to one child due to overpopulation, a set of identical septuplets must avoid being put to a long sleep by the government and dangerous infighting while investigating the disappearance of one of their own.",598,60.581223,123.0,2017-08-18
29,Wish Upon,"Fantasy, Horror, Thriller",English,"Joey King, Ryan Phillippe, Sherilyn Fenn, Shannon Purser, Ki Hong Lee, Alice Lee, Daniela Barbosa, Michelle Alexander, Raegan Revord, Mitchell Slaggert, Sean Jones, Josephine Langford, Natalie Prinzen-Klages, Elisabeth Röhm","A teenage girl discovers a box with magical powers, but those powers comes with a deadly price.",127,59.578823,90.0,2017-07-07
30,Logan,"Action, Drama, Science Fiction","English, Español","Hugh Jackman, Patrick Stewart, Dafne Keen, Boyd Holbrook, Stephen Merchant, Elizabeth Rodriguez, Richard E. Grant, Eriq La Salle, Elise Neal, Quincy Fouse, Al Coronel, Frank Gallegos, Anthony Escobar, Reynaldo Gallegos, Krzysztof Soszynski, Stephen Dunlevy, Daniel Bernhardt, Ryan Sturz, Brandon Melendy, Luke Hawx, Paul Andrew O'Connor, Rocky Abou-Sakher, Jean Claude Leuyer, Jef Groff, Jeremy Fitzgerald, Chris Palermo, Clinton Roberts, Keith Jardine, Andrew Arrabito, Sebastian James, Aaron Matthews, Garrett Hammond, Matt McClain, Maureen Brennan, Jayson Genao, Hannah Westerfield, Bryant Tardy, Ashlyn Casalegno, Alison Fernandez, Parker Lovein, Jimmy Gonzales, Dave Davis, Lennie Loftin, Mark Ashworth, James Handy, Bryce Romero, Phi Vu, Chester Rushing, David Simpson, Lauren Gros, John Raymond, Vanessa Cloke, Doris Morgado, Katie Anne Mitchell, Lara Grice, James Moses Black, Ned Yousef, Baxter Humby, Daniel Hernández, Michael Lehr, Bryan Sloyer, John Bernecker, Joe Williams, Robert Wu, Victor Winters-Junco, Craig Henningsen, Evan Dane Taylor, Toby Holguin, Panuvat Anthony Nanakornpanom, Eyad Elbitar, Han Soto, Rissa Rose Kilar, Salef Celiz, Aidan Kennedy, Chase Cubia, Vincenzo Lucatorto, Haley Glass, Nayah Murphy, Emma Teo, Noell Jellison, Ella Rowbotham, Hudson Wright, Sebeon Jackson, Kelton DuMont, Damon Carney, Cynthia Woods, Mali O'Connor, David Kallaway, Robert Vargas, David Paris, Ted Ferguson, Juan Gaspard, Christopher Heskey, Julia Holt, Natosha Humphrey, Lizeth Hutchings, Donald M. Krause, Justin Lebrun, Gentry Lee, Gonzalo Robles, Daymond C. Roman, Mary Peyton Stewart, Michael Love Toliver, Gregory Paul Valdez","In the near future, a weary Logan cares for an ailing Professor X in a hideout on the Mexican border. But Logan's attempts to hide from the world and his legacy are upended when a young mutant arrives, pursued by dark forces.",6310,54.581997,137.0,2017-02-28
31,Guardians of the Galaxy,"Action, Science Fiction, Adventure",English,"Chris Pratt, Zoe Saldana, Dave Bautista, Vin Diesel, Bradley Cooper, Lee Pace, Michael Rooker, Karen Gillan, Djimon Hounsou, John C. Reilly, Glenn Close, Benicio del Toro, Wyatt Oleff, Josh Brolin, Sean Gunn, Alexis Denisof, Ophelia Lovibond, Peter Serafinowicz, Gregg Henry, Laura Haddock, Melia Kreiling, Christopher Fairbank, Mikaela Hoover, Marama Corlett, Emmett Scanlan, Alexis Rodney, Tom Proctor, Spencer Wilding, Fred, James Gunn, Stan Lee, Stephen Blackehart, Naomi Ryan, Lloyd Kaufman, Nathan Fillion, Rob Zombie, Tyler Bates, Seth Green, Krystian Godlewski, Janis Ahern, Solomon Mousley, Lindsay Morton, Robert Firth, Nick Holmes, Max Wrottesley, Nicole Alexandra Shipley, Sharif Atkins, Brendan Fehr, Ronan Summers, Tomas Arana, Dominic Grant, Alison Lintott, Keeley Forsyth, Frank Gilhooley, Enzo Cilenti, Richard Katz, Enoch Frost, Laura Ortiz, Rosie Jones, Abidemi Sobande, Alex Rose, Ekaterina Zalitko, Emily Redding, Jennifer Moylan-Taylor, Bruce Mackinnon, Ralph Ineson, John Brotherton, Graham Shiels, Douglas Robson, Rachel Cullen, Isabella Poynton, Imogen Poynton, David Yarovesky, Miriam Lucia, Raed Abbas, Freddie Andrews, Jozef Aoki, Helen Banks, Marianna Dean, Erica Melargo","Light years from Earth, 26 years after being abducted, Peter Quill finds himself the prime target of a manhunt after discovering an orb wanted by Ronan the Accuser.",10014,53.291601,121.0,2014-07-30
32,47 Meters Down,"Drama, Thriller, Horror, Adventure",English,"Claire Holt, Mandy Moore, Chris Johnson, Yani Gellman, Santiago Segura, Matthew Modine, Axel Mansella, Mayra Juárez","Two sisters on Mexican vacation are trapped in a shark observation cage at the bottom of the ocean, with oxygen running low and great whites circling nearby, they have less than an hour of air left to figure out how to get to the surface.",548,52.854103,89.0,2017-06-15
